y/y0.5,U/Uc_xh0,U/Uc_xh2,U/Uc_xh4,U/Uc_xh6,U/Uc_xh8,U/Uc_xh10
-5.72414,,-0.0275658,-0.0368605,-0.0473189,-0.0596858,-0.0699364
-5.68966,,-0.0269659,-0.036458,-0.0473322,-0.0597798,-0.0696724
-5.65517,,-0.0270563,-0.0363308,-0.0474676,-0.0598746,-0.0693416
-5.62069,,-0.0275775,-0.0368069,-0.0474202,-0.0597877,-0.0690342
-5.58621,,-0.027232,-0.0367612,-0.0473211,-0.0597675,-0.0686972
-5.55172,,-0.0268134,-0.0362963,-0.0474078,-0.0599037,-0.0682759
-5.51724,,-0.0272873,-0.0365182,-0.0474632,-0.0599032,-0.0678859
-5.48276,,-0.0274794,-0.0368744,-0.0473472,-0.0597826,-0.0675786
-5.44828,,-0.0268555,-0.0364548,-0.0473179,-0.0598103,-0.0672585
-5.41379,,-0.0268109,-0.0361988,-0.0474221,-0.0598569,-0.0669174
-5.37931,,-0.0273792,-0.0366907,-0.0473897,-0.0597089,-0.0666355
-5.34483,,-0.0271193,-0.0367394,-0.0472786,-0.0595893,-0.0663462
-5.31034,,-0.0265727,-0.036223,-0.0473244,-0.0596359,-0.065958
-5.27586,,-0.026968,-0.036401,-0.0473767,-0.0595868,-0.0655537
-5.24138,,-0.0272888,-0.0368919,-0.0472709,-0.0594221,-0.0652039
-5.2069,,-0.0266819,-0.0365471,-0.0472091,-0.0594194,-0.064812
-5.17241,,-0.0265065,-0.0361918,-0.0472815,-0.0595096,-0.0643448
-5.13793,,-0.0271162,-0.0366739,-0.0472653,-0.0594458,-0.063904
-5.10345,,-0.0269753,-0.0368184,-0.0471722,-0.0593803,-0.063469
-5.06897,,-0.0263379,-0.0362341,-0.0472159,-0.0594771,-0.0629789
-5.03448,,-0.0266324,-0.0362782,-0.0472985,-0.059502,-0.0625259
-5,,-0.0270898,-0.0368268,-0.0472454,-0.0593748,-0.062149
-4.96552,,-0.0265267,-0.0365484,-0.0472139,-0.0593664,-0.0616869
-4.93103,,-0.0261847,-0.0360829,-0.047295,-0.0594526,-0.0611444
-4.89655,,-0.0267925,-0.0365391,-0.0473047,-0.0593909,-0.0606616
-4.86207,,-0.0267867,-0.0368291,-0.0472323,-0.0593123,-0.0602202
-4.82759,,-0.0260558,-0.0362678,-0.0472619,-0.0594202,-0.0597188
-4.7931,,-0.0262055,-0.0362159,-0.0473408,-0.0595173,-0.0592617
-4.75862,,-0.0267587,-0.0368477,-0.0473153,-0.0594887,-0.0588749
-4.72414,,-0.0262582,-0.0367154,-0.0472966,-0.0595522,-0.0583203
-4.68966,,-0.0257693,-0.0361952,-0.0473829,-0.0597176,-0.057544
-4.65517,,-0.0263694,-0.0365936,-0.0474256,-0.0597405,-0.0567377
-4.62069,,-0.0265646,-0.0370079,-0.047379,-0.0596724,-0.055873
-4.58621,,-0.0258366,-0.0364626,-0.0473964,-0.0597212,-0.05486
-4.55172,,-0.0258639,-0.0362454,-0.047449,-0.0597648,-0.0537875
-4.51724,,-0.0265462,-0.0368502,-0.0474101,-0.0596523,-0.0527324
-4.48276,,-0.0261719,-0.0368079,-0.047365,-0.0595915,-0.0516028
-4.44828,,-0.0255378,-0.0362133,-0.0473998,-0.0596547,-0.0502447
-4.41379,,-0.0260609,-0.03651,-0.0474137,-0.0595985,-0.0486732
-4.37931,,-0.0264116,-0.037045,-0.0473752,-0.0594294,-0.0470113
-4.34483,,-0.0256564,-0.0366096,-0.047399,-0.0593423,-0.0451905
-4.31034,,-0.0254739,-0.0363095,-0.0474648,-0.0592357,-0.0432409
-4.27586,,-0.0261927,-0.0369086,-0.0474662,-0.0589646,-0.0412535
-4.24138,,-0.0259489,-0.0370084,-0.0474504,-0.0587138,-0.0391237
-4.2069,,-0.0251637,-0.0363894,-0.0474955,-0.0585521,-0.036793
-4.17241,,-0.0255674,-0.0365383,-0.0475158,-0.0582462,-0.0344577
-4.13793,,-0.0260925,-0.037104,-0.0474721,-0.0578343,-0.0321481
-4.10345,,-0.0253975,-0.0367473,-0.0474587,-0.0575024,-0.0297448
-4.06897,,-0.0250345,-0.0363255,-0.0474753,-0.057121,-0.0273097
-4.03448,,-0.0257761,-0.0368432,-0.0474423,-0.0564073,-0.0249305
-4,,-0.0257345,-0.0370527,-0.0474043,-0.0555198,-0.0225593
-3.96552,,-0.0248731,-0.0364479,-0.0474296,-0.0545949,-0.0200262
-3.93103,,-0.0251005,-0.036485,-0.047468,-0.0534465,-0.0174152
-3.89655,,-0.0257533,-0.0370979,-0.0474757,-0.0520394,-0.0147556
-3.86207,,-0.0251475,-0.0368919,-0.0475175,-0.050646,-0.0118494
-3.82759,,-0.0245816,-0.0364577,-0.0475875,-0.0492224,-0.00859851
-3.7931,,-0.025263,-0.0369384,-0.0476216,-0.0474573,-0.00501396
-3.75862,,-0.025419,-0.0372842,-0.0476651,-0.0454194,-0.00110522
-3.72414,,-0.0245423,-0.0367734,-0.0477628,-0.0433041,0.00315169
-3.68966,,-0.0245661,-0.0367223,-0.0478056,-0.0410846,0.0076581
-3.65517,,-0.0252993,-0.037321,-0.0477214,-0.0386635,0.0125855
-3.62069,,-0.0248636,-0.0372132,-0.0475901,-0.0360833,0.0180659
-3.58621,,-0.0241706,-0.0367303,-0.0474194,-0.0330999,0.0241412
-3.55172,,-0.0247297,-0.0370881,-0.0471347,-0.02957,0.0306647
-3.51724,,-0.0250769,-0.0374794,-0.0467303,-0.0258428,0.0375181
-3.48276,,-0.0242876,-0.0370318,-0.046279,-0.0222172,0.0444908
-3.44828,,-0.0241195,-0.0368854,-0.0457332,-0.0183736,0.0514767
-3.41379,,-0.0248483,-0.0374456,-0.0450004,-0.0141043,0.0584081
-3.37931,,-0.0246182,-0.037446,-0.044084,-0.00956975,0.0653446
-3.34483,,-0.0238745,-0.0369715,-0.0429953,-0.00489975,0.0723686
-3.31034,,-0.0242269,-0.0372022,-0.0415693,-7.42304e-05,0.0795409
-3.27586,,-0.0246705,-0.0375721,-0.0397505,0.00497977,0.0869694
-3.24138,,-0.0240218,-0.0371289,-0.0377351,0.0104877,0.0945361
-3.2069,,-0.023674,-0.0368104,-0.0356099,0.0165028,0.102158
-3.17241,,-0.0242755,-0.0372057,-0.0333427,0.0226701,0.10998
-3.13793,,-0.0242273,-0.037194,-0.0309924,0.028835,0.118104
-3.10345,,-0.0235373,-0.0366493,-0.0284199,0.035105,0.126492
-3.06897,,-0.023682,-0.0366996,-0.0254137,0.041463,0.134885
-3.03448,,-0.024116,-0.0370032,-0.0221091,0.0479921,0.143094
-3,,-0.0236524,-0.0365763,-0.0187445,0.0546152,0.151383
-2.96552,,-0.023233,-0.0361329,-0.015175,0.0611567,0.159856
-2.93103,,-0.023639,-0.0363485,-0.0113035,0.067615,0.168366
-2.89655,,-0.0237055,-0.0362632,-0.0071873,0.0740383,0.176888
-2.86207,,-0.0231616,-0.0355971,-0.00276817,0.0806894,0.185429
-2.82759,,-0.0231654,-0.0353535,0.00215016,0.0874694,0.19404
-2.7931,,-0.0235281,-0.0353177,0.00721893,0.0943399,0.203191
-2.75862,,-0.0232552,-0.034568,0.0120766,0.101569,0.212478
-2.72414,,-0.0229054,-0.0335639,0.0170889,0.109339,0.22164
-2.68966,,-0.0231526,-0.0329685,0.0225842,0.117491,0.231014
-2.65517,,-0.0232519,-0.0320182,0.0284618,0.125823,0.240313
-2.62069,,-0.0229011,-0.0303803,0.0347191,0.134342,0.249335
-2.58621,,-0.02286,-0.0288752,0.041475,0.143298,0.258201
-2.55172,,-0.0231158,-0.0274355,0.0488057,0.152749,0.26728
-2.51724,,-0.0229963,-0.0252395,0.0565997,0.162544,0.276596
-2.48276,,-0.0227738,-0.0225747,0.0649883,0.172672,0.285847
-2.44828,,-0.0229292,-0.0200791,0.0738834,0.183154,0.295131
-2.41379,,-0.0230265,-0.0169392,0.0828765,0.193664,0.304645
-2.37931,,-0.0228137,-0.012666,0.0918226,0.204291,0.31451
-2.34483,,-0.0227503,-0.00782865,0.100898,0.215249,0.324786
-2.31034,,-0.0228533,-0.00253373,0.110183,0.22637,0.335544
-2.27586,,-0.0227291,0.00373763,0.11965,0.23758,0.346331
-2.24138,,-0.0224939,0.0109387,0.129186,0.248751,0.356921
-2.2069,,-0.0224515,0.0185318,0.139059,0.25991,0.367685
-2.17241,,-0.0224036,0.0267627,0.149319,0.271103,0.378757
-2.13793,,-0.0221255,0.0358262,0.159879,0.282705,0.389736
-2.10345,,-0.0218877,0.0454759,0.171119,0.294492,0.400473
-2.06897,,-0.0218319,0.0556845,0.182908,0.306523,0.411517
-2.03448,,-0.0216077,0.0666066,0.195193,0.318937,0.423017
-2,,-0.0210839,0.0781522,0.208062,0.331659,0.434648
-1.96552,,-0.0206343,0.0899941,0.221366,0.344452,0.446372
-1.93103,,-0.0202054,0.102108,0.23459,0.35687,0.458458
-1.89655,,-0.0191439,0.114419,0.248091,0.36849,0.471071
-1.86207,,-0.0175709,0.126935,0.262235,0.380049,0.483763
-1.82759,,-0.0160207,0.139725,0.276257,0.391811,0.496508
-1.7931,,-0.0135806,0.152974,0.289815,0.403703,0.509591
-1.75862,,-0.00943043,0.167087,0.303565,0.415815,0.52239
-1.72414,,-0.00492714,0.181938,0.317579,0.42828,0.534763
-1.68966,,0.000148841,0.197084,0.331513,0.44108,0.54703
-1.65517,,0.00832853,0.212619,0.34569,0.454348,0.559344
-1.62069,,0.0186817,0.228291,0.360237,0.468113,0.571625
-1.58621,,0.0292076,0.244555,0.375261,0.482005,0.583969
-1.55172,,0.0429803,0.261669,0.390789,0.495865,0.596409
-1.51724,,0.0605791,0.279063,0.40645,0.509474,0.609138
-1.48276,,0.0781367,0.296819,0.422022,0.522728,0.622048
-1.44828,,0.0983448,0.314863,0.437063,0.535669,0.63477
-1.41379,,0.123034,0.332697,0.45166,0.548594,0.647156
-1.37931,,0.145991,0.350412,0.466698,0.561678,0.65927
-1.34483,,0.170614,0.368969,0.481977,0.575005,0.671082
-1.31034,,0.200491,0.388727,0.497449,0.588788,0.682781
-1.27586,,0.22726,0.410028,0.513349,0.60253,0.69429
-1.24138,,0.256312,0.431212,0.529289,0.616129,0.705616
-1.2069,,0.291232,0.452461,0.544938,0.629729,0.716977
-1.17241,,0.321342,0.474159,0.560444,0.643455,0.728536
-1.13793,,0.355864,0.495624,0.576025,0.656827,0.740204
-1.10345,,0.39636,0.517275,0.591471,0.669853,0.751655
-1.06897,,0.429865,0.538849,0.606988,0.683695,0.762718
-1.03448,,0.47163,0.560932,0.623145,0.698218,0.774013
-1,,0.515761,0.582569,0.639982,0.712469,0.785645
-0.965517,,0.553576,0.60519,0.656541,0.726565,0.796962
-0.931034,,0.598401,0.627285,0.672753,0.74096,0.808307
-0.896552,,0.642736,0.649167,0.688987,0.755337,0.820122
-0.862069,,0.683071,0.671588,0.705442,0.769235,0.831967
-0.827586,,0.730405,0.694384,0.721933,0.782897,0.843197
-0.793103,,0.768107,0.718072,0.738514,0.79688,0.853919
-0.758621,,0.808666,0.740058,0.754637,0.811079,0.864117
-0.724138,,0.844482,0.762424,0.770914,0.824876,0.874219
-0.689655,,0.875373,0.783075,0.787348,0.838258,0.884701
-0.655172,,0.906203,0.804218,0.803892,0.851379,0.895289
-0.62069,,0.929287,0.823639,0.820221,0.863845,0.9054
-0.586207,,0.947052,0.843378,0.835945,0.875944,0.914794
-0.551724,,0.965269,0.861619,0.85132,0.888087,0.923601
-0.517241,,0.972843,0.879042,0.866351,0.900128,0.932189
-0.482759,,0.983843,0.895627,0.880922,0.911431,0.940573
-0.448276,,0.986781,0.910865,0.894806,0.921992,0.948676
-0.413793,,0.990807,0.924989,0.908376,0.932072,0.956107
-0.37931,,0.994364,0.937207,0.921355,0.941589,0.962777
-0.344828,,0.992141,0.949053,0.93395,0.950576,0.968856
-0.310345,,0.998305,0.958815,0.945618,0.959197,0.974554
-0.275862,,0.994714,0.967735,0.95654,0.967453,0.979952
-0.241379,,0.999218,0.975234,0.966186,0.974708,0.984612
-0.206897,,0.996705,0.981774,0.974618,0.981121,0.988356
-0.172414,,0.999432,0.98711,0.981738,0.986896,0.991624
-0.137931,,0.998669,0.991432,0.987928,0.991944,0.994293
-0.103448,,0.997731,0.995316,0.992629,0.995817,0.996392
-0.0689655,,1.0005,0.997576,0.99618,0.998422,0.998334
-0.0344828,,0.997481,0.999546,0.998549,0.999718,0.999774
0,,1,1,1,1,1
0.0344828,,0.997624,1.00051,0.999737,0.999106,0.999702
0.0689655,,1.00061,0.999169,0.998108,0.997221,0.999123
0.103448,,0.99788,0.9975,0.995047,0.994796,0.997771
0.137931,,0.999014,0.994366,0.990706,0.991707,0.995691
0.172414,,0.999808,0.990934,0.985133,0.987521,0.99317
0.206897,,0.996969,0.986176,0.979144,0.98239,0.99013
0.241379,,0.999511,0.980375,0.971937,0.976342,0.986462
0.275862,,0.995133,0.973622,0.962952,0.970074,0.982206
0.310345,,0.998814,0.965,0.952409,0.963465,0.977645
0.344828,,0.992804,0.955521,0.941286,0.955917,0.972783
0.37931,,0.994808,0.944061,0.929285,0.94751,0.967351
0.413793,,0.990843,0.931996,0.917024,0.938486,0.961375
0.448276,,0.986943,0.917918,0.904192,0.929022,0.954943
0.482759,,0.984146,0.902913,0.890563,0.918995,0.947992
0.517241,,0.973611,0.886245,0.876077,0.908229,0.940745
0.551724,,0.966947,0.868555,0.8616,0.896984,0.933035
0.586207,,0.949738,0.849734,0.84685,0.885101,0.924514
0.62069,,0.932548,0.8292,0.8315,0.87279,0.915296
0.655172,,0.909451,0.808914,0.815389,0.860637,0.905974
0.689655,,0.878237,0.787303,0.79928,0.84819,0.896685
0.724138,,0.846491,0.766524,0.783369,0.835073,0.886762
0.758621,,0.809217,0.744275,0.766634,0.821703,0.876107
0.793103,,0.76747,0.723231,0.749452,0.808523,0.86531
0.827586,,0.729668,0.701089,0.732611,0.795161,0.854457
0.862069,,0.683371,0.679027,0.715892,0.781561,0.843188
0.896552,,0.644914,0.656235,0.698899,0.767899,0.831622
0.931034,,0.601526,0.633893,0.682626,0.753996,0.81997
0.965517,,0.556744,0.61162,0.666282,0.739781,0.808584
1,,0.519069,0.588941,0.649729,0.725634,0.797095
1.03448,,0.475086,0.566875,0.632755,0.711633,0.785075
1.06897,,0.433232,0.544172,0.61591,0.697494,0.773015
1.10345,,0.399416,0.522398,0.599312,0.683502,0.76155
1.13793,,0.358186,0.500085,0.583188,0.669513,0.750396
1.17241,,0.322521,0.478022,0.567152,0.655082,0.739075
1.2069,,0.291162,0.456464,0.551087,0.640834,0.727823
1.24138,,0.254696,0.435728,0.535368,0.626626,0.716808
1.27586,,0.224818,0.416046,0.519844,0.612369,0.705202
1.31034,,0.198022,0.396281,0.504122,0.598388,0.692687
1.34483,,0.167949,0.376641,0.488093,0.584198,0.680153
1.37931,,0.142745,0.357032,0.471777,0.570126,0.667683
1.41379,,0.11949,0.338028,0.455399,0.556325,0.654966
1.44828,,0.0953576,0.318874,0.439146,0.542767,0.642218
1.48276,,0.0760401,0.300458,0.423017,0.529187,0.629368
1.51724,,0.0590024,0.282744,0.406689,0.51531,0.616854
1.55172,,0.0417585,0.265466,0.390402,0.501157,0.60485
1.58621,,0.0281714,0.248538,0.374453,0.4871,0.592688
1.62069,,0.0175985,0.231618,0.359068,0.473555,0.580493
1.65517,,0.00706309,0.214873,0.344309,0.45996,0.568295
1.68966,,-0.00127068,0.198473,0.329853,0.446157,0.555948
1.72414,,-0.00631316,0.182438,0.315509,0.432736,0.543124
1.75862,,-0.0104653,0.166886,0.301506,0.419641,0.530514
1.7931,,-0.0139371,0.151714,0.287829,0.407155,0.518265
1.82759,,-0.0157073,0.13696,0.274361,0.394798,0.506164
1.86207,,-0.0167665,0.122525,0.261266,0.38231,0.494476
1.89655,,-0.0180732,0.108128,0.248477,0.370055,0.483094
1.93103,,-0.0189365,0.0940408,0.235689,0.358131,0.471603
1.96552,,-0.0191874,0.0806745,0.222931,0.346169,0.459867
2,,-0.0195864,0.0681013,0.210298,0.334117,0.448329
2.03448,,-0.0201715,0.056263,0.197908,0.321915,0.436943
2.06897,,-0.0203646,0.0454759,0.185916,0.309647,0.425446
2.10345,,-0.0202799,0.0358862,0.174357,0.297263,0.413844
2.13793,,-0.020462,0.0270945,0.163119,0.284862,0.402266
2.17241,,-0.0207176,0.0189815,0.15245,0.272848,0.390888
2.2069,,-0.0206453,0.0118982,0.142153,0.260914,0.37955
2.24138,,-0.0206159,0.00565106,0.132079,0.248736,0.367747
2.27586,,-0.0209224,-0.000197287,0.122115,0.236803,0.355499
2.31034,,-0.0210781,-0.00523067,0.11207,0.225515,0.343159
2.34483,,-0.0209615,-0.00935352,0.102277,0.214904,0.331091
2.37931,,-0.0211251,-0.0133303,0.0930991,0.204734,0.319337
2.41379,,-0.0214673,-0.0170892,0.084299,0.194787,0.307815
2.44828,,-0.0213965,-0.0200115,0.0755506,0.184994,0.296691
2.48276,,-0.0212737,-0.0225557,0.0672032,0.175503,0.285951
2.51724,,-0.0215791,-0.0252079,0.0594082,0.165974,0.275309
2.55172,,-0.021716,-0.0271859,0.0515777,0.156692,0.265008
2.58621,,-0.0214205,-0.028238,0.0437524,0.14763,0.255061
2.62069,,-0.0214988,-0.0293012,0.0363709,0.138902,0.245299
2.65517,,-0.0219305,-0.0304247,0.0296132,0.130699,0.235867
2.68966,,-0.0218302,-0.0307588,0.0231833,0.122856,0.226676
