y/y0.5,U/Uc_xh0,U/Uc_xh2,U/Uc_xh4,U/Uc_xh6,U/Uc_xh8,U/Uc_xh10
-9.10345,,-0.0291601,-0.037312,-0.0485916,-0.0632837,-0.0793286
-9.06897,,-0.0295226,-0.0372429,-0.0484839,-0.0631338,-0.0791932
-9.03448,,-0.0296869,-0.0373482,-0.0482436,-0.0629911,-0.0791875
-9,,-0.0292241,-0.0373793,-0.048356,-0.0631047,-0.0791486
-8.96552,,-0.0292141,-0.0372737,-0.048462,-0.0631318,-0.0790053
-8.93103,,-0.0296488,-0.0373092,-0.0482166,-0.0629371,-0.078955
-8.89655,,-0.0294531,-0.0374205,-0.0481165,-0.0629186,-0.0789898
-8.86207,,-0.0290865,-0.0373608,-0.0483298,-0.0630551,-0.0789307
-8.82759,,-0.0294242,-0.0372811,-0.0482966,-0.0629562,-0.0788462
-8.7931,,-0.029659,-0.0373622,-0.0480659,-0.0628079,-0.0788919
-8.75862,,-0.0292143,-0.0373733,-0.0481893,-0.062938,-0.0789352
-8.72414,,-0.029135,-0.037234,-0.0483932,-0.063036,-0.0788674
-8.68966,,-0.0295705,-0.0372174,-0.0482199,-0.0629045,-0.0788577
-8.65517,,-0.0294225,-0.0372869,-0.0481052,-0.0629077,-0.0789351
-8.62069,,-0.0289839,-0.0371872,-0.0483274,-0.0631002,-0.0789098
-8.58621,,-0.0292466,-0.0370714,-0.0483266,-0.0630733,-0.0788143
-8.55172,,-0.0295276,-0.0371427,-0.0480416,-0.0629047,-0.0788126
-8.51724,,-0.0291045,-0.0371593,-0.0480678,-0.0629605,-0.0788015
-8.48276,,-0.02896,-0.0370198,-0.0482584,-0.0630195,-0.0786596
-8.44828,,-0.0294023,-0.0370025,-0.0480954,-0.0628112,-0.0785466
-8.41379,,-0.0293287,-0.0370745,-0.0479339,-0.0626674,-0.0785235
-8.37931,,-0.0288671,-0.0369753,-0.048158,-0.0627558,-0.0784264
-8.34483,,-0.029071,-0.0368618,-0.0482436,-0.0627057,-0.0782659
-8.31034,,-0.0294056,-0.0369444,-0.0479988,-0.0624972,-0.0782143
-8.27586,,-0.0290183,-0.0369828,-0.0480034,-0.0625238,-0.0782072
-8.24138,,-0.0288065,-0.0368633,-0.0482394,-0.0626607,-0.078107
-8.2069,,-0.0292459,-0.0368571,-0.0481362,-0.0625595,-0.0780335
-8.17241,,-0.0292561,-0.0369728,-0.0479357,-0.062469,-0.0780678
-8.13793,,-0.0287907,-0.0369307,-0.0481224,-0.0626262,-0.0780477
-8.10345,,-0.0289518,-0.0368592,-0.0482606,-0.0626785,-0.0779511
-8.06897,,-0.0293534,-0.0369922,-0.0480281,-0.062503,-0.077937
-8.03448,,-0.0290278,-0.0370797,-0.0479688,-0.0624892,-0.0779584
-8,,-0.0287459,-0.0369665,-0.0481995,-0.0626167,-0.0778784
-7.96552,,-0.0291467,-0.0369511,-0.0481314,-0.0625036,-0.0777941
-7.93103,,-0.0292141,-0.0370548,-0.047879,-0.0623287,-0.0778188
-7.89655,,-0.0287146,-0.0369743,-0.047998,-0.0624139,-0.0778233
-7.86207,,-0.0287785,-0.0368368,-0.0481781,-0.0624582,-0.0777579
-7.82759,,-0.0292024,-0.036914,-0.0479859,-0.0622764,-0.0777559
-7.7931,,-0.0289383,-0.0369598,-0.0479049,-0.0622409,-0.0778114
-7.75862,,-0.0286107,-0.036793,-0.0481703,-0.0624035,-0.0777969
-7.72414,,-0.0289984,-0.0367531,-0.0481983,-0.0623728,-0.0777958
-7.68966,,-0.029173,-0.0368682,-0.0479492,-0.0622421,-0.0779248
-7.65517,,-0.0286973,-0.0367972,-0.0480065,-0.0623468,-0.0780383
-7.62069,,-0.0286844,-0.0366537,-0.0481839,-0.0624593,-0.0780572
-7.58621,,-0.0291214,-0.0367425,-0.0479787,-0.0623174,-0.0781242
-7.55172,,-0.0288995,-0.036804,-0.0477845,-0.0622548,-0.0782423
-7.51724,,-0.0284775,-0.0366301,-0.0479664,-0.0624027,-0.0782818
-7.48276,,-0.0287885,-0.0365711,-0.0480098,-0.0623947,-0.0782924
-7.44828,,-0.0290282,-0.0366999,-0.0477433,-0.0622477,-0.0783811
-7.41379,,-0.028564,-0.0366214,-0.0477209,-0.0623188,-0.0784429
-7.37931,,-0.0284695,-0.036437,-0.0479118,-0.0624612,-0.0783908
-7.34483,,-0.0289393,-0.0365232,-0.0477733,-0.0623773,-0.0783462
-7.31034,,-0.0288224,-0.0366077,-0.0475442,-0.0623002,-0.0783643
-7.27586,,-0.0283802,-0.0364281,-0.0476897,-0.0624373,-0.0783315
-7.24138,,-0.0286435,-0.036373,-0.0477976,-0.0624619,-0.0782899
-7.2069,,-0.028955,-0.03655,-0.0475491,-0.062288,-0.0783534
-7.17241,,-0.0285241,-0.0365048,-0.0474753,-0.0622824,-0.0784246
-7.13793,,-0.0283463,-0.0363167,-0.0476822,-0.0624011,-0.0783874
-7.10345,,-0.0288167,-0.0364294,-0.047607,-0.0623087,-0.0783473
-7.06897,,-0.028782,-0.0365687,-0.0473598,-0.0621924,-0.0783696
-7.03448,,-0.0282753,-0.0363909,-0.0474551,-0.0623121,-0.0783661
-7,,-0.0284415,-0.0363217,-0.0475944,-0.0623784,-0.0783067
-6.96552,,-0.0288065,-0.0365436,-0.0473834,-0.0622315,-0.0782683
-6.93103,,-0.0284074,-0.0365379,-0.0472624,-0.0622027,-0.0782143
-6.89655,,-0.0281254,-0.0363175,-0.0474591,-0.0623208,-0.0780806
-6.86207,,-0.0285658,-0.036409,-0.0474586,-0.0622463,-0.0779585
-6.82759,,-0.028617,-0.0365583,-0.0472262,-0.0620946,-0.0778976
-6.7931,,-0.0280857,-0.0363153,-0.0472814,-0.0621774,-0.0778283
-6.75862,,-0.0281642,-0.036153,-0.0474558,-0.0622648,-0.0777502
-6.72414,,-0.0285981,-0.0363566,-0.0473033,-0.0621548,-0.0777423
-6.68966,,-0.0282803,-0.0363441,-0.0471558,-0.0621337,-0.0777562
-6.65517,,-0.0279243,-0.036068,-0.0473396,-0.0622879,-0.0776835
-6.62069,,-0.028328,-0.036161,-0.0474088,-0.0622838,-0.0775982
-6.58621,,-0.0284723,-0.0363995,-0.0472006,-0.0621453,-0.0775856
-6.55172,,-0.02793,-0.0362088,-0.0472075,-0.0621896,-0.0775511
-6.51724,,-0.0279128,-0.0360615,-0.0473829,-0.0622693,-0.0774483
-6.48276,,-0.0283869,-0.0363492,-0.0472634,-0.0621209,-0.0773551
-6.44828,,-0.0281299,-0.0364071,-0.047052,-0.0619979,-0.0772367
-6.41379,,-0.0276791,-0.0360767,-0.047134,-0.0620715,-0.0770094
-6.37931,,-0.0280361,-0.036115,-0.047176,-0.0620442,-0.076773
-6.34483,,-0.0282873,-0.0363748,-0.0469397,-0.0618735,-0.0766449
-6.31034,,-0.0277745,-0.0361608,-0.0468484,-0.0618809,-0.0765524
-6.27586,,-0.0276913,-0.0359298,-0.0469914,-0.0619769,-0.076446
-6.24138,,-0.0282324,-0.0362389,-0.0469215,-0.061869,-0.0763994
-6.2069,,-0.0281135,-0.0363705,-0.0467329,-0.0617457,-0.0763748
-6.17241,,-0.0276318,-0.036016,-0.0468155,-0.0618137,-0.0762619
-6.13793,,-0.0279287,-0.0360332,-0.0469261,-0.061805,-0.076094
-6.10345,,-0.0282659,-0.0363683,-0.0467688,-0.0616282,-0.0759662
-6.06897,,-0.0277625,-0.0361696,-0.046683,-0.0615891,-0.0758244
-6.03448,,-0.0275369,-0.0358444,-0.0468286,-0.0616824,-0.0756174
-6,,-0.028054,-0.0361319,-0.046808,-0.0616225,-0.075458
-5.96552,,-0.0279995,-0.0363211,-0.0466262,-0.0615419,-0.0753324
-5.93103,,-0.0274165,-0.0359466,-0.0466543,-0.0616847,-0.0750984
-5.89655,,-0.0276042,-0.0359291,-0.046756,-0.0618156,-0.074761
-5.86207,,-0.0280354,-0.0363839,-0.0466286,-0.0617797,-0.0744218
-5.82759,,-0.0275984,-0.036299,-0.0465309,-0.0618528,-0.0740483
-5.7931,,-0.0272771,-0.0359378,-0.0466762,-0.0620826,-0.0735719
-5.75862,,-0.0277962,-0.036232,-0.0467311,-0.0621744,-0.0730594
-5.72414,,-0.0278732,-0.0365174,-0.0466129,-0.0622038,-0.0725461
-5.68966,,-0.0272609,-0.0360941,-0.0466496,-0.0624268,-0.07192
-5.65517,,-0.0273423,-0.0359336,-0.0467837,-0.0626556,-0.0711613
-5.62069,,-0.0278534,-0.0363867,-0.0467154,-0.0626949,-0.0703373
-5.58621,,-0.0274956,-0.0363222,-0.0466062,-0.062781,-0.0693949
-5.55172,,-0.0270745,-0.0358392,-0.0466869,-0.0630113,-0.0683179
-5.51724,,-0.0275636,-0.0360643,-0.04672,-0.0630913,-0.0672741
-5.48276,,-0.0277749,-0.0364243,-0.0465833,-0.0630174,-0.0663409
-5.44828,,-0.0271499,-0.0359905,-0.0465379,-0.0630608,-0.0654233
-5.41379,,-0.0270934,-0.0357104,-0.0466093,-0.0631105,-0.06448
-5.37931,,-0.0276454,-0.0361824,-0.0465277,-0.0629469,-0.0635789
-5.34483,,-0.0273534,-0.0361997,-0.0463768,-0.062803,-0.0626358
-5.31034,,-0.0267853,-0.0356403,-0.046398,-0.0628189,-0.0615486
-5.27586,,-0.0271851,-0.0357966,-0.0464143,-0.0627444,-0.0604185
-5.24138,,-0.0275051,-0.0362718,-0.0462866,-0.0625657,-0.0593533
-5.2069,,-0.0268934,-0.035893,-0.0462238,-0.0625791,-0.0582401
-5.17241,,-0.0267144,-0.0354967,-0.0462869,-0.0627195,-0.0570225
-5.13793,,-0.0273064,-0.0359506,-0.0462522,-0.0627326,-0.0558293
-5.10345,,-0.027148,-0.0360587,-0.046158,-0.0627358,-0.0546495
-5.06897,,-0.0265027,-0.035443,-0.0462096,-0.0628827,-0.0534357
-5.03448,,-0.0268143,-0.0354895,-0.0462802,-0.0629509,-0.052328
-5,,-0.0272874,-0.036071,-0.0462122,-0.0628607,-0.051351
-4.96552,,-0.0267397,-0.0358259,-0.0461698,-0.0628903,-0.0502309
-4.93103,,-0.0264222,-0.0353987,-0.046224,-0.0630317,-0.0490157
-4.89655,,-0.0270481,-0.035917,-0.0461844,-0.0630554,-0.0478933
-4.86207,,-0.027049,-0.0362601,-0.0460728,-0.0630997,-0.0468638
-4.82759,,-0.026312,-0.0357188,-0.0460744,-0.0633593,-0.0458046
-4.7931,,-0.0264641,-0.0356877,-0.046121,-0.0636381,-0.0449292
-4.75862,,-0.0270133,-0.0363414,-0.0460675,-0.0637979,-0.0442349
-4.72414,,-0.0265023,-0.036202,-0.046034,-0.0640267,-0.0432451
-4.68966,,-0.0260167,-0.0356512,-0.046099,-0.0643294,-0.0418643
-4.65517,,-0.0266194,-0.0360239,-0.0460891,-0.0644583,-0.0404136
-4.62069,,-0.0267923,-0.0364188,-0.0459888,-0.0644477,-0.0388378
-4.58621,,-0.0260353,-0.0358392,-0.0459492,-0.0644861,-0.0370136
-4.55172,,-0.0260346,-0.0356094,-0.0459243,-0.0645228,-0.0351743
-4.51724,,-0.0266959,-0.0362275,-0.0458105,-0.064405,-0.0334123
-4.48276,,-0.0263101,-0.036195,-0.0457131,-0.0643159,-0.0315788
-4.44828,,-0.0256852,-0.0356063,-0.0457166,-0.0643403,-0.0295089
-4.41379,,-0.0262282,-0.0359254,-0.0456972,-0.0642318,-0.0272349
-4.37931,,-0.0265843,-0.0364926,-0.0456522,-0.0639709,-0.0249871
-4.34483,,-0.0258104,-0.0360756,-0.0456871,-0.0637273,-0.0227607
-4.31034,,-0.0256069,-0.0357802,-0.0457541,-0.0634182,-0.0206271
-4.27586,,-0.026302,-0.0363936,-0.0457484,-0.0629375,-0.0186385
-4.24138,,-0.0260456,-0.0364896,-0.0457331,-0.0624402,-0.0166344
-4.2069,,-0.025274,-0.0358392,-0.0457752,-0.0619586,-0.0144797
-4.17241,,-0.0256947,-0.0359706,-0.0457601,-0.0612832,-0.0123683
-4.13793,,-0.0262324,-0.03652,-0.045684,-0.0606158,-0.0103093
-4.10345,,-0.0255448,-0.0361255,-0.0456582,-0.060078,-0.00825193
-4.06897,,-0.02518,-0.0356755,-0.0456444,-0.0594052,-0.00633331
-4.03448,,-0.0258953,-0.0361784,-0.0455672,-0.0581654,-0.00443098
-4,,-0.0258189,-0.036364,-0.0454933,-0.0565183,-0.00240872
-3.96552,,-0.0249262,-0.0357214,-0.0454754,-0.0546459,-0.000144687
-3.93103,,-0.0251322,-0.0357365,-0.0454431,-0.0524055,0.0021589
-3.89655,,-0.0257701,-0.0363357,-0.0453568,-0.0497896,0.00438138
-3.86207,,-0.0251667,-0.0361076,-0.0453235,-0.0470393,0.0068707
-3.82759,,-0.0246054,-0.0356613,-0.0453399,-0.0440676,0.00985204
-3.7931,,-0.0252962,-0.0361505,-0.0453347,-0.0405249,0.0132499
-3.75862,,-0.0254859,-0.0365111,-0.0453588,-0.0365412,0.0169477
-3.72414,,-0.0246535,-0.0360073,-0.045461,-0.0324264,0.0210199
-3.68966,,-0.0247163,-0.0359807,-0.0455273,-0.0283494,0.0253285
-3.65517,,-0.0254713,-0.0366139,-0.0454906,-0.0242493,0.030322
-3.62069,,-0.0250484,-0.0365261,-0.0454293,-0.0200987,0.0359009
-3.58621,,-0.024346,-0.0360588,-0.0453297,-0.0156425,0.0422809
-3.55172,,-0.024875,-0.0364359,-0.0451591,-0.0107528,0.0495105
-3.51724,,-0.0251971,-0.0368291,-0.0449541,-0.00573301,0.0570155
-3.48276,,-0.0244077,-0.0363641,-0.0447786,-0.000952581,0.0645175
-3.44828,,-0.024234,-0.0361963,-0.044523,0.00387509,0.0720985
-3.41379,,-0.0249432,-0.0367292,-0.0440593,0.00882434,0.0795147
-3.37931,,-0.0246997,-0.0366998,-0.0433103,0.0138619,0.0869319
-3.34483,,-0.0239322,-0.0362152,-0.0421437,0.0192098,0.0945925
-3.31034,,-0.0242362,-0.036483,-0.0403276,0.0247206,0.102709
-3.27586,,-0.0246328,-0.0369257,-0.037808,0.0300144,0.11144
-3.24138,,-0.023956,-0.0365827,-0.0349858,0.0356845,0.120393
-3.2069,,-0.0235661,-0.0363637,-0.0321141,0.0421035,0.129416
-3.17241,,-0.0241251,-0.0368579,-0.0291483,0.0488225,0.138932
-3.13793,,-0.0240735,-0.0369379,-0.0262015,0.0558613,0.148795
-3.10345,,-0.0233928,-0.03648,-0.0230477,0.0628181,0.158559
-3.06897,,-0.0235311,-0.0366341,-0.0193583,0.0691369,0.167955
-3.03448,,-0.0239754,-0.0370525,-0.0153942,0.0753035,0.177168
-3,,-0.0235429,-0.0367192,-0.0115795,0.0814921,0.186472
-2.96552,,-0.0231168,-0.0363606,-0.00753458,0.0874342,0.195784
-2.93103,,-0.0234915,-0.036689,-0.0029185,0.0931129,0.204945
-2.89655,,-0.0235464,-0.0367146,0.00215525,0.0986065,0.214036
-2.86207,,-0.0229851,-0.0360952,0.00751262,0.104166,0.222913
-2.82759,,-0.0229615,-0.0358676,0.0133955,0.109687,0.231735
-2.7931,,-0.0233382,-0.0358504,0.0193884,0.115279,0.240831
-2.75862,,-0.0231249,-0.03509,0.0248643,0.121518,0.249776
-2.72414,,-0.0228319,-0.034,0.0302,0.128295,0.258364
-2.68966,,-0.0231159,-0.0333109,0.0358696,0.135509,0.267478
-2.65517,,-0.0232442,-0.0323788,0.0418442,0.143351,0.276563
-2.62069,,-0.0228984,-0.0308349,0.0481016,0.151675,0.284808
-2.58621,,-0.0228112,-0.0294037,0.0546834,0.160187,0.293053
-2.55172,,-0.0229958,-0.0280189,0.0617837,0.169045,0.301505
-2.51724,,-0.0228247,-0.0258633,0.069123,0.178455,0.310044
-2.48276,,-0.0225402,-0.0231186,0.0768755,0.187953,0.31871
-2.44828,,-0.0226146,-0.020535,0.0851752,0.197635,0.327598
-2.41379,,-0.0226654,-0.0173491,0.0936153,0.207632,0.336995
-2.37931,,-0.0224349,-0.0129961,0.101997,0.218079,0.346685
-2.34483,,-0.0223589,-0.00806975,0.110138,0.229093,0.356874
-2.31034,,-0.0224723,-0.0027976,0.118202,0.240678,0.367868
-2.27586,,-0.0224002,0.00340127,0.127034,0.252698,0.378816
-2.24138,,-0.0221941,0.010505,0.136492,0.264318,0.389508
-2.2069,,-0.0221105,0.0179874,0.146115,0.275667,0.400696
-2.17241,,-0.0219979,0.026151,0.156045,0.287002,0.412283
-2.13793,,-0.0216217,0.0353984,0.166502,0.298289,0.423515
-2.10345,,-0.0212094,0.0455847,0.178016,0.309375,0.434271
-2.06897,,-0.0209283,0.0566548,0.190413,0.320867,0.445431
-2.03448,,-0.0204493,0.0684055,0.202925,0.333055,0.457201
-2,,-0.0196831,0.0807794,0.215128,0.345714,0.46901
-1.96552,,-0.0190578,0.0937352,0.227889,0.358471,0.480931
-1.93103,,-0.0185923,0.106888,0.240842,0.370682,0.493153
-1.89655,,-0.0176157,0.120063,0.254012,0.382234,0.505972
-1.86207,,-0.0162849,0.133209,0.267689,0.393738,0.518993
-1.82759,,-0.0151942,0.146488,0.281028,0.405606,0.532326
-1.7931,,-0.0132518,0.160177,0.294168,0.417922,0.545775
-1.75862,,-0.00942419,0.174496,0.307621,0.430398,0.558479
-1.72414,,-0.0052417,0.188708,0.321249,0.443352,0.570799
-1.68966,,-0.000358797,0.20234,0.335102,0.456659,0.583044
-1.65517,,0.00766318,0.216458,0.349583,0.470162,0.594936
-1.62069,,0.0177311,0.231154,0.364608,0.484388,0.606691
-1.58621,,0.0277732,0.246119,0.380243,0.499159,0.619504
-1.55172,,0.0409622,0.261833,0.396496,0.513994,0.633345
-1.51724,,0.0580369,0.278355,0.412299,0.528257,0.646768
-1.48276,,0.0755664,0.2953,0.427278,0.541806,0.659418
-1.44828,,0.0961271,0.31297,0.442103,0.554948,0.67191
-1.41379,,0.121236,0.330784,0.457768,0.56765,0.684352
-1.37931,,0.144588,0.348528,0.474127,0.580701,0.695926
-1.34483,,0.168787,0.367117,0.489992,0.594304,0.706946
-1.31034,,0.197745,0.387001,0.505788,0.60801,0.717841
-1.27586,,0.223908,0.408756,0.52213,0.621179,0.728799
-1.24138,,0.252767,0.430758,0.538097,0.634271,0.739618
-1.2069,,0.288035,0.453526,0.553054,0.647492,0.750851
-1.17241,,0.318529,0.477008,0.567748,0.661058,0.762501
-1.13793,,0.353229,0.499331,0.582429,0.674603,0.774239
-1.10345,,0.394076,0.52099,0.596553,0.688331,0.785742
-1.06897,,0.428312,0.542298,0.610957,0.702901,0.79668
-1.03448,,0.470685,0.564336,0.6263,0.717717,0.807713
-1,,0.51502,0.586165,0.642417,0.732164,0.818991
-0.965517,,0.553697,0.608861,0.658863,0.746522,0.830205
-0.931034,,0.600017,0.630967,0.674911,0.761589,0.841808
-0.896552,,0.646154,0.653132,0.690713,0.776856,0.85389
-0.862069,,0.687229,0.676141,0.706833,0.791107,0.865422
-0.827586,,0.734343,0.699167,0.723219,0.804419,0.875893
-0.793103,,0.772428,0.722752,0.740232,0.817843,0.886031
-0.758621,,0.813488,0.744731,0.756902,0.831714,0.895793
-0.724138,,0.84915,0.767049,0.773742,0.844863,0.905101
-0.689655,,0.879775,0.787431,0.790953,0.857429,0.914374
-0.655172,,0.910001,0.808349,0.808252,0.86967,0.923552
-0.62069,,0.932752,0.82762,0.825319,0.881377,0.932224
-0.586207,,0.950359,0.847142,0.841432,0.893071,0.940001
-0.551724,,0.968108,0.865132,0.856583,0.904749,0.947277
-0.517241,,0.974831,0.882189,0.87114,0.915822,0.95475
-0.482759,,0.985076,0.898745,0.885434,0.925522,0.962121
-0.448276,,0.987585,0.913842,0.899298,0.934533,0.969564
-0.413793,,0.991439,0.927669,0.912642,0.943317,0.976907
-0.37931,,0.994924,0.9398,0.925279,0.951794,0.983016
-0.344828,,0.99237,0.951173,0.937839,0.96006,0.987624
-0.310345,,0.998238,0.960335,0.949411,0.967795,0.991888
-0.275862,,0.994398,0.969222,0.960355,0.975276,0.99622
-0.241379,,0.998884,0.977085,0.970122,0.982198,0.999755
-0.206897,,0.996562,0.983655,0.978393,0.988001,1.00177
-0.172414,,0.999369,0.988856,0.984865,0.992292,1.00318
-0.137931,,0.998648,0.993043,0.990354,0.995637,1.00395
-0.103448,,0.997705,0.996632,0.99474,0.998338,1.00355
-0.0689655,,1.00055,0.998473,0.997879,1.0002,1.00283
-0.0344828,,0.997419,1.00011,0.999433,1.00065,1.00204
0,,1,1,1,1,1
0.0344828,,0.997686,0.999981,0.999102,0.998082,0.997471
0.0689655,,1.00056,0.998322,0.997125,0.995068,0.995205
0.103448,,0.997762,0.996291,0.993737,0.991838,0.992753
0.137931,,0.998928,0.992918,0.989328,0.988355,0.989404
0.172414,,0.999932,0.989553,0.983453,0.983554,0.985112
0.206897,,0.997151,0.984741,0.976984,0.977566,0.98044
0.241379,,0.99979,0.978311,0.969419,0.970903,0.975838
0.275862,,0.995533,0.970935,0.95955,0.964453,0.971253
0.310345,,0.999266,0.96172,0.94807,0.957945,0.966312
0.344828,,0.993047,0.951524,0.936495,0.950542,0.960862
0.37931,,0.994907,0.939186,0.924353,0.942101,0.955196
0.413793,,0.991227,0.926188,0.912441,0.933058,0.949025
0.448276,,0.987328,0.911204,0.900448,0.923983,0.942049
0.482759,,0.984501,0.895665,0.887689,0.914613,0.934572
0.517241,,0.973887,0.878956,0.873656,0.904378,0.927016
0.551724,,0.966238,0.861199,0.859252,0.893232,0.918764
0.586207,,0.947411,0.842101,0.844344,0.881413,0.909667
0.62069,,0.928997,0.821535,0.828621,0.869776,0.900266
0.655172,,0.905363,0.801882,0.812288,0.858429,0.891077
0.689655,,0.873551,0.780743,0.795953,0.846748,0.882319
0.724138,,0.841157,0.759815,0.779803,0.834385,0.872939
0.758621,,0.803463,0.73769,0.763049,0.821641,0.862348
0.793103,,0.761482,0.717566,0.745705,0.809141,0.851405
0.827586,,0.724005,0.696342,0.728351,0.795952,0.840499
0.862069,,0.677711,0.674583,0.710867,0.782141,0.828911
0.896552,,0.639392,0.652137,0.693229,0.768096,0.81683
0.931034,,0.596803,0.630322,0.676839,0.753323,0.805485
0.965517,,0.55308,0.608613,0.660842,0.737772,0.794373
1,,0.516203,0.586197,0.644605,0.722557,0.782634
1.03448,,0.472867,0.564061,0.628034,0.708185,0.770521
1.06897,,0.431576,0.541164,0.611692,0.693436,0.758711
1.10345,,0.398422,0.519043,0.595413,0.677897,0.747463
1.13793,,0.357895,0.496563,0.579433,0.66243,0.736733
1.17241,,0.322446,0.474474,0.563482,0.647078,0.726096
1.2069,,0.291491,0.453017,0.547558,0.631973,0.715301
1.24138,,0.256013,0.432515,0.531935,0.616771,0.704393
1.27586,,0.226838,0.413134,0.516414,0.601204,0.692814
1.31034,,0.200799,0.393605,0.50068,0.58655,0.680258
1.34483,,0.171455,0.374435,0.484808,0.57226,0.667561
1.37931,,0.14627,0.355691,0.468069,0.558456,0.655531
1.41379,,0.122491,0.337358,0.45099,0.545722,0.643514
1.44828,,0.097528,0.317997,0.434077,0.533118,0.63121
1.48276,,0.0775511,0.29876,0.41775,0.520031,0.61885
1.51724,,0.060177,0.280412,0.401989,0.506764,0.606884
1.55172,,0.0424646,0.263158,0.386108,0.492906,0.594788
1.58621,,0.028361,0.246847,0.369708,0.479105,0.581774
1.62069,,0.0175451,0.230052,0.3535,0.465967,0.568672
1.65517,,0.00687875,0.213483,0.337878,0.453098,0.5561
1.68966,,-0.00137713,0.197552,0.322837,0.439765,0.54423
1.72414,,-0.00617534,0.182028,0.309013,0.426061,0.532056
1.75862,,-0.0103184,0.166992,0.296146,0.412641,0.519614
1.7931,,-0.0139654,0.152009,0.283251,0.4005,0.50762
1.82759,,-0.0159642,0.13716,0.27037,0.389208,0.495956
1.86207,,-0.0173395,0.122468,0.257874,0.377509,0.484193
1.89655,,-0.018902,0.107892,0.245731,0.366255,0.472516
1.93103,,-0.0199907,0.0937499,0.233891,0.35592,0.461209
1.96552,,-0.0204691,0.080549,0.222348,0.345707,0.449852
2,,-0.0209943,0.0682599,0.210909,0.335139,0.438224
2.03448,,-0.0215932,0.0566541,0.199177,0.324045,0.426479
2.06897,,-0.0218297,0.0458814,0.186964,0.313014,0.414467
2.10345,,-0.0218248,0.0359534,0.175145,0.30149,0.402227
2.13793,,-0.021992,0.0266565,0.164004,0.289469,0.389991
2.17241,,-0.0222145,0.0181013,0.15347,0.278238,0.377769
2.2069,,-0.0222032,0.0106305,0.14343,0.267531,0.365509
2.24138,,-0.0221754,0.0042618,0.133622,0.256162,0.353105
2.27586,,-0.0224011,-0.00139075,0.123784,0.244531,0.341082
2.31034,,-0.0225409,-0.00625485,0.113803,0.233391,0.329682
2.34483,,-0.0224655,-0.0103693,0.104097,0.223085,0.318689
2.37931,,-0.0225772,-0.0144086,0.0950728,0.213169,0.307868
2.41379,,-0.0228399,-0.0182511,0.0863271,0.203448,0.297144
2.44828,,-0.0227988,-0.0213374,0.0776746,0.193888,0.28646
2.48276,,-0.022697,-0.0241211,0.0695337,0.184442,0.275559
2.51724,,-0.0229401,-0.0270751,0.0619663,0.174819,0.264751
2.55172,,-0.0230755,-0.029353,0.0542568,0.16529,0.254873
2.58621,,-0.0228536,-0.030711,0.0463359,0.156179,0.246013
2.62069,,-0.0229199,-0.0320155,0.0385247,0.147756,0.237395
2.65517,,-0.0232815,-0.0333533,0.0309499,0.140233,0.22884
2.68966,,-0.0231868,-0.0338925,0.0234488,0.133562,0.220115
2.72414,,-0.0229611,-0.0341034,0.0164873,0.127179,0.210986
