y/y0.5,U/Uc_xh0,U/Uc_xh2,U/Uc_xh4,U/Uc_xh6,U/Uc_xh8,U/Uc_xh10
-8.86207,,-0.0290769,-0.0374596,-0.0480845,-0.0618857,-0.0764981
-8.82759,,-0.0294232,-0.0373685,-0.0480631,-0.0617739,-0.0764084
-8.7931,,-0.0296559,-0.0374437,-0.0478437,-0.0616069,-0.076447
-8.75862,,-0.0292085,-0.0374489,-0.0479611,-0.0617123,-0.0764793
-8.72414,,-0.0291391,-0.0373156,-0.0481543,-0.0617921,-0.0763949
-8.68966,,-0.0295819,-0.0373213,-0.0479728,-0.0616438,-0.0763672
-8.65517,,-0.0294309,-0.037412,-0.0478443,-0.0616286,-0.0764251
-8.62069,,-0.0289985,-0.037323,-0.0480489,-0.0618088,-0.0763798
-8.58621,,-0.0292726,-0.0372157,-0.0480478,-0.0617801,-0.0762742
-8.55172,,-0.0295556,-0.037295,-0.0477749,-0.0616166,-0.076272
-8.51724,,-0.0291292,-0.0373186,-0.0478078,-0.0616804,-0.0762694
-8.48276,,-0.0289924,-0.0371897,-0.0480074,-0.0617623,-0.0761494
-8.44828,,-0.0294444,-0.0371972,-0.0478588,-0.0615848,-0.0760637
-8.41379,,-0.0293687,-0.0372946,-0.0477016,-0.0614694,-0.0760664
-8.37931,,-0.0289106,-0.0372114,-0.0479164,-0.0615876,-0.0759979
-8.34483,,-0.0291273,-0.0371031,-0.0480053,-0.0615647,-0.0758685
-8.31034,,-0.0294633,-0.0371814,-0.0477706,-0.0613714,-0.0758421
-8.27586,,-0.0290724,-0.0372106,-0.047774,-0.0613956,-0.0758548
-8.24138,,-0.0288623,-0.0370811,-0.0480107,-0.0615198,-0.0757721
-8.2069,,-0.0293069,-0.037086,-0.0479162,-0.0613966,-0.0757093
-8.17241,,-0.0293133,-0.0372149,-0.0477152,-0.0612712,-0.0757467
-8.13793,,-0.0288408,-0.0371792,-0.047891,-0.0613907,-0.0757247
-8.10345,,-0.0290017,-0.0371102,-0.0480268,-0.0614147,-0.0756229
-8.06897,,-0.0293966,-0.0372386,-0.0477977,-0.0612205,-0.0756012
-8.03448,,-0.0290645,-0.0373079,-0.0477321,-0.0611971,-0.0756169
-8,,-0.0287933,-0.0371668,-0.0479514,-0.0613239,-0.0755351
-7.96552,,-0.0292131,-0.0371394,-0.0478812,-0.061221,-0.0754544
-7.93103,,-0.0292885,-0.0372396,-0.0476241,-0.0610583,-0.0754825
-7.89655,,-0.0287947,-0.0371564,-0.0477185,-0.0611513,-0.075482
-7.86207,,-0.0288646,-0.0370282,-0.0478789,-0.0612068,-0.0754084
-7.82759,,-0.0292815,-0.0371274,-0.0476803,-0.0610318,-0.0753961
-7.7931,,-0.0290017,-0.0371903,-0.0475817,-0.0609884,-0.0754356
-7.75862,,-0.0286648,-0.0370445,-0.0478301,-0.0611337,-0.0753883
-7.72414,,-0.0290481,-0.0370343,-0.0478636,-0.0610843,-0.0753276
-7.68966,,-0.0292127,-0.0371768,-0.0476332,-0.0609224,-0.0753615
-7.65517,,-0.0287282,-0.0371174,-0.0477035,-0.060994,-0.0753572
-7.62069,,-0.028719,-0.0369756,-0.0479075,-0.0610848,-0.0752474
-7.58621,,-0.029162,-0.0370676,-0.0477458,-0.0609278,-0.0751806
-7.55172,,-0.0289409,-0.0371258,-0.0475805,-0.0608501,-0.0751736
-7.51724,,-0.0285305,-0.0369519,-0.0477726,-0.0609933,-0.0750995
-7.48276,,-0.0288603,-0.0369069,-0.047833,-0.0609864,-0.0750131
-7.44828,,-0.0291025,-0.03706,-0.0475774,-0.060833,-0.0750278
-7.41379,,-0.0286354,-0.037,-0.0475572,-0.0608917,-0.075041
-7.37931,,-0.0285446,-0.0368299,-0.0477542,-0.061024,-0.0749645
-7.34483,,-0.029016,-0.0369355,-0.0476344,-0.0609216,-0.0749171
-7.31034,,-0.02889,-0.03703,-0.0474185,-0.0608208,-0.0749382
-7.27586,,-0.0284498,-0.0368524,-0.0475623,-0.060937,-0.0749006
-7.24138,,-0.0287239,-0.036807,-0.0476694,-0.0609404,-0.0748435
-7.2069,,-0.029036,-0.037,-0.0474261,-0.0607463,-0.0748705
-7.17241,,-0.0285969,-0.0369627,-0.0473479,-0.0607232,-0.0748981
-7.13793,,-0.028414,-0.0367786,-0.0475482,-0.0608272,-0.0748276
-7.10345,,-0.0288803,-0.0368948,-0.0474923,-0.0607205,-0.0747686
-7.06897,,-0.0288342,-0.0370266,-0.0472744,-0.0605889,-0.074771
-7.03448,,-0.0283375,-0.0368364,-0.0473888,-0.0606925,-0.0747401
-7,,-0.0285267,-0.0367559,-0.0475548,-0.0607464,-0.0746634
-6.96552,,-0.0289004,-0.036969,-0.0473784,-0.0605916,-0.0746318
-6.93103,,-0.0285057,-0.0369526,-0.0472723,-0.0605617,-0.0746021
-6.89655,,-0.0282355,-0.0367228,-0.0474679,-0.0606875,-0.0744949
-6.86207,,-0.028683,-0.0368224,-0.0474749,-0.0606303,-0.0744056
-6.82759,,-0.0287315,-0.0369837,-0.0472483,-0.0604953,-0.074382
-6.7931,,-0.0282075,-0.0367577,-0.0472882,-0.0605871,-0.0743356
-6.75862,,-0.0283033,-0.036623,-0.047454,-0.0606784,-0.0742619
-6.72414,,-0.0287334,-0.036857,-0.0473059,-0.0605576,-0.0742542
-6.68966,,-0.0284049,-0.0368625,-0.0471437,-0.0605136,-0.0742658
-6.65517,,-0.0280566,-0.0365958,-0.0473029,-0.0606435,-0.0741931
-6.62069,,-0.0284706,-0.0366993,-0.0473608,-0.0606133,-0.074118
-6.58621,,-0.0286165,-0.0369385,-0.0471477,-0.0604529,-0.0741091
-6.55172,,-0.0280832,-0.036737,-0.0471368,-0.0604889,-0.0740645
-6.51724,,-0.0280822,-0.0365785,-0.0473075,-0.0605678,-0.0739528
-6.48276,,-0.0285594,-0.0368531,-0.0472099,-0.0604311,-0.0738634
-6.44828,,-0.0283034,-0.0368931,-0.0470255,-0.0603247,-0.0737625
-6.41379,,-0.0278609,-0.0365523,-0.0471334,-0.0604163,-0.073568
-6.37931,,-0.0282181,-0.0365923,-0.0472188,-0.0603978,-0.0733661
-6.34483,,-0.0284535,-0.036853,-0.0470316,-0.0602269,-0.0732623
-6.31034,,-0.0279212,-0.0366328,-0.0469674,-0.060223,-0.07317
-6.27586,,-0.0278136,-0.0363915,-0.047127,-0.0603073,-0.0730485
-6.24138,,-0.0283213,-0.0366841,-0.0470812,-0.0601867,-0.0729866
-6.2069,,-0.02817,-0.0367966,-0.0468933,-0.0600568,-0.0729551
-6.17241,,-0.0276787,-0.0364337,-0.0469547,-0.0601256,-0.0728438
-6.13793,,-0.0279768,-0.0364612,-0.0470564,-0.0601255,-0.0726965
-6.10345,,-0.0283121,-0.036817,-0.0468948,-0.0599593,-0.072603
-6.06897,,-0.0278184,-0.0366409,-0.046787,-0.0599328,-0.0725014
-6.03448,,-0.0276066,-0.0363409,-0.046915,-0.0600329,-0.0723451
-6,,-0.0281268,-0.0366506,-0.0469016,-0.0599649,-0.0722486
-5.96552,,-0.0280753,-0.0368459,-0.0467254,-0.0598625,-0.0722011
-5.93103,,-0.0275038,-0.0364643,-0.0467575,-0.0599755,-0.0720704
-5.89655,,-0.0277023,-0.0364386,-0.0468859,-0.0600735,-0.0718752
-5.86207,,-0.028139,-0.0368721,-0.0468045,-0.0600009,-0.0717066
-5.82759,,-0.0277119,-0.0367606,-0.0467337,-0.0600369,-0.0715061
-5.7931,,-0.0274056,-0.0363839,-0.0468914,-0.0602236,-0.0712119
-5.75862,,-0.0279364,-0.0366721,-0.0469678,-0.0602561,-0.0709136
-5.72414,,-0.0280191,-0.0369577,-0.0468563,-0.0602083,-0.0706353
-5.68966,,-0.0274252,-0.0365555,-0.046869,-0.060348,-0.070268
-5.65517,,-0.0275297,-0.0364326,-0.0469836,-0.0604902,-0.0698132
-5.62069,,-0.0280549,-0.0369282,-0.0469032,-0.0604475,-0.0693512
-5.58621,,-0.0277037,-0.0369017,-0.0467663,-0.0604657,-0.0688244
-5.55172,,-0.0272873,-0.0364548,-0.0468183,-0.0606396,-0.0682018
-5.51724,,-0.0277727,-0.0367074,-0.0468426,-0.0606735,-0.0676155
-5.48276,,-0.0279703,-0.0370834,-0.0467007,-0.0605721,-0.0671237
-5.44828,,-0.0273444,-0.0366647,-0.0466475,-0.0606082,-0.0666341
-5.41379,,-0.0272995,-0.0364052,-0.0467239,-0.060662,-0.0661219
-5.37931,,-0.0278562,-0.0368917,-0.0466591,-0.0605114,-0.0656646
-5.34483,,-0.0275713,-0.036922,-0.046517,-0.0603879,-0.0651829
-5.31034,,-0.0270069,-0.0363851,-0.046539,-0.0604332,-0.0645809
-5.27586,,-0.0274004,-0.0365562,-0.04657,-0.060387,-0.063947
-5.24138,,-0.0277163,-0.0370458,-0.0464516,-0.0602295,-0.0633664
-5.2069,,-0.0271074,-0.0366879,-0.0463836,-0.0602488,-0.0627405
-5.17241,,-0.0269392,-0.0363223,-0.0464484,-0.0603714,-0.0620296
-5.13793,,-0.0275495,-0.0368076,-0.0464216,-0.0603514,-0.0613365
-5.10345,,-0.0273953,-0.0369451,-0.0463203,-0.0603277,-0.0606461
-5.06897,,-0.0267514,-0.0363486,-0.0463598,-0.0604576,-0.0598971
-5.03448,,-0.0270578,-0.0363934,-0.0464305,-0.0605102,-0.0591984
-5,,-0.0275225,-0.0369459,-0.0463644,-0.0604055,-0.058597
-4.96552,,-0.0269687,-0.0366622,-0.0463203,-0.0604172,-0.0578952
-4.93103,,-0.02665,-0.0361989,-0.0463794,-0.0605315,-0.057124
-4.89655,,-0.0272722,-0.0366753,-0.0463584,-0.0605077,-0.0564357
-4.86207,,-0.0272597,-0.0369876,-0.0462586,-0.0604792,-0.0558086
-4.82759,,-0.0265199,-0.0364372,-0.0462647,-0.0606442,-0.0551369
-4.7931,,-0.0266703,-0.0364067,-0.046322,-0.0608061,-0.0545801
-4.75862,,-0.0272184,-0.0370627,-0.0462776,-0.0608423,-0.0541537
-4.72414,,-0.0267161,-0.03693,-0.0462411,-0.0609609,-0.0535311
-4.68966,,-0.0262469,-0.0364,-0.0463073,-0.0611757,-0.0526471
-4.65517,,-0.0268683,-0.0367902,-0.0463186,-0.0612409,-0.0517348
-4.62069,,-0.027063,-0.0371956,-0.0462423,-0.0612004,-0.0507665
-4.58621,,-0.0263401,-0.0366406,-0.0462308,-0.0612571,-0.0496343
-4.55172,,-0.0263785,-0.0364319,-0.04625,-0.0613077,-0.0484713
-4.51724,,-0.0270536,-0.037056,-0.0461816,-0.0611985,-0.0473703
-4.48276,,-0.0266699,-0.0370316,-0.0461148,-0.0611339,-0.0461964
-4.44828,,-0.0260414,-0.0364531,-0.0461355,-0.0611891,-0.0447365
-4.41379,,-0.0265645,-0.0367707,-0.0461334,-0.061116,-0.0429754
-4.37931,,-0.0268969,-0.0373252,-0.0460855,-0.0609171,-0.0410871
-4.34483,,-0.0261298,-0.0369085,-0.0461017,-0.0607825,-0.0390223
-4.31034,,-0.0259449,-0.0366231,-0.0461539,-0.060608,-0.0368352
-4.27586,,-0.0266489,-0.0372362,-0.0461357,-0.0602666,-0.0346233
-4.24138,,-0.0263864,-0.0373416,-0.0461016,-0.0599478,-0.0322485
-4.2069,,-0.0256035,-0.0367187,-0.0461253,-0.0597138,-0.0297063
-4.17241,,-0.0260095,-0.0368685,-0.046114,-0.0593321,-0.0272429
-4.13793,,-0.026526,-0.0374298,-0.046039,-0.0588802,-0.0248626
-4.10345,,-0.0258328,-0.0370687,-0.0460044,-0.0585087,-0.0224672
-4.06897,,-0.025477,-0.0366554,-0.0459926,-0.0580608,-0.0201224
-4.03448,,-0.0262069,-0.0371897,-0.0459151,-0.0572247,-0.0178156
-4,,-0.026139,-0.0374123,-0.0458316,-0.0561546,-0.0153906
-3.96552,,-0.0252682,-0.0368203,-0.0458019,-0.0549985,-0.0126828
-3.93103,,-0.0254896,-0.0368704,-0.0457645,-0.0535679,-0.00984314
-3.89655,,-0.0261254,-0.0374912,-0.0456845,-0.0518336,-0.00693177
-3.86207,,-0.0255238,-0.03729,-0.0456585,-0.0500569,-0.00375986
-3.82759,,-0.024975,-0.0368612,-0.0456859,-0.048191,-0.000227108
-3.7931,,-0.0256603,-0.0373449,-0.0456883,-0.0459042,0.00365478
-3.75862,,-0.0258173,-0.0376946,-0.0457015,-0.0432965,0.00779637
-3.72414,,-0.0249554,-0.0371879,-0.0457913,-0.0406316,0.0121525
-3.68966,,-0.0249911,-0.0371475,-0.0458533,-0.0379057,0.0165934
-3.65517,,-0.0257203,-0.0377601,-0.0458174,-0.0349944,0.0214382
-3.62069,,-0.0252924,-0.0376701,-0.045766,-0.0318813,0.0268019
-3.58621,,-0.0246152,-0.0372055,-0.0456907,-0.0283583,0.0328537
-3.55172,,-0.0251705,-0.0375732,-0.0455251,-0.0243708,0.0395579
-3.51724,,-0.025502,-0.0379659,-0.0453022,-0.0203197,0.0465561
-3.48276,,-0.0247184,-0.0375211,-0.0450948,-0.016496,0.0535444
-3.44828,,-0.0245504,-0.0373746,-0.0447974,-0.0124664,0.0605643
-3.41379,,-0.0252538,-0.0379302,-0.0442855,-0.00804406,0.0674955
-3.37931,,-0.0250173,-0.0379378,-0.0435755,-0.00343085,0.074316
-3.34483,,-0.0242809,-0.0374805,-0.0426347,0.00132034,0.0811735
-3.31034,,-0.0246181,-0.0377243,-0.0412735,0.00615564,0.0881914
-3.27586,,-0.0250346,-0.0380944,-0.0394468,0.0110154,0.0954879
-3.24138,,-0.0243824,-0.0376527,-0.037379,0.016346,0.102978
-3.2069,,-0.0240239,-0.0373276,-0.0351647,0.0223713,0.110589
-3.17241,,-0.0245872,-0.0377207,-0.0327593,0.0287058,0.118447
-3.13793,,-0.02453,-0.0377218,-0.0302688,0.0352788,0.126614
-3.10345,,-0.0238658,-0.0372057,-0.0275603,0.0419667,0.135039
-3.06897,,-0.0240146,-0.0372855,-0.0243847,0.048544,0.143489
-3.03448,,-0.0244485,-0.0376184,-0.0208844,0.0552371,0.152045
-3,,-0.0240146,-0.0372203,-0.0174116,0.0619448,0.16087
-2.96552,,-0.02361,-0.0368012,-0.0138068,0.0683633,0.169745
-2.93103,,-0.023992,-0.0370488,-0.00991204,0.0746322,0.178622
-2.89655,,-0.0240518,-0.0369928,-0.00572397,0.0808675,0.187606
-2.86207,,-0.0235291,-0.0363234,-0.00123292,0.0872457,0.196651
-2.82759,,-0.023528,-0.036064,0.00380166,0.0937071,0.205906
-2.7931,,-0.0238715,-0.0360104,0.00899426,0.100394,0.215644
-2.75862,,-0.0236125,-0.0352296,0.0137963,0.107633,0.225408
-2.72414,,-0.0232852,-0.0341824,0.0185525,0.11531,0.235179
-2.68966,,-0.0235223,-0.0335399,0.0236791,0.123393,0.245422
-2.65517,,-0.0236198,-0.0325631,0.0291354,0.131885,0.255354
-2.62069,,-0.0233023,-0.0309536,0.03497,0.140565,0.264374
-2.58621,,-0.0232714,-0.029514,0.0414239,0.149433,0.273043
-2.55172,,-0.0235012,-0.0281555,0.048743,0.15856,0.281876
-2.51724,,-0.0233788,-0.0259903,0.0564816,0.168173,0.290887
-2.48276,,-0.0231626,-0.0232583,0.0646662,0.178191,0.299814
-2.44828,,-0.0232858,-0.0207073,0.0734214,0.188559,0.308892
-2.41379,,-0.0233549,-0.0175901,0.0823487,0.199227,0.318489
-2.37931,,-0.0231501,-0.0133144,0.0913581,0.210314,0.328463
-2.34483,,-0.0230993,-0.00836505,0.100496,0.221928,0.338807
-2.31034,,-0.0231952,-0.00286204,0.109751,0.233831,0.349666
-2.27586,,-0.0230776,0.00371994,0.119403,0.245786,0.36061
-2.24138,,-0.0228565,0.0111377,0.129266,0.257313,0.371296
-2.2069,,-0.0227654,0.0188187,0.139382,0.268716,0.382114
-2.17241,,-0.0226404,0.0272024,0.149882,0.280189,0.393292
-2.13793,,-0.0222988,0.0365938,0.160492,0.291787,0.404363
-2.10345,,-0.0219704,0.046593,0.171762,0.303451,0.415078
-2.06897,,-0.0217805,0.0570536,0.183916,0.31555,0.426043
-2.03448,,-0.0214028,0.0681484,0.196532,0.328085,0.437421
-2,,-0.0207189,0.0798116,0.209413,0.340606,0.44885
-1.96552,,-0.0200836,0.0917772,0.222652,0.352943,0.460448
-1.93103,,-0.019508,0.103949,0.235851,0.364955,0.47234
-1.89655,,-0.0183935,0.116348,0.24937,0.376314,0.484844
-1.86207,,-0.0168564,0.129158,0.263639,0.387507,0.497813
-1.82759,,-0.0154533,0.142286,0.277754,0.398946,0.511099
-1.7931,,-0.0131429,0.155925,0.291426,0.410649,0.524287
-1.75862,,-0.00906841,0.170627,0.305252,0.422535,0.536652
-1.72414,,-0.00477295,0.185815,0.319298,0.434725,0.548638
-1.68966,,4.43451e-05,0.200532,0.33361,0.447142,0.56074
-1.65517,,0.00803529,0.215292,0.348446,0.460184,0.572581
-1.62069,,0.0182133,0.230265,0.363547,0.47404,0.584312
-1.58621,,0.0285864,0.245742,0.378944,0.48813,0.596706
-1.55172,,0.042329,0.261871,0.394732,0.502216,0.609591
-1.51724,,0.0598614,0.278652,0.410442,0.515972,0.622438
-1.48276,,0.0774247,0.296356,0.425697,0.5294,0.635139
-1.44828,,0.0975823,0.314561,0.44038,0.542783,0.647774
-1.41379,,0.122039,0.332461,0.455111,0.556059,0.660199
-1.37931,,0.144802,0.350034,0.470584,0.569442,0.672076
-1.34483,,0.169052,0.368296,0.486203,0.583064,0.683583
-1.31034,,0.198291,0.387951,0.501993,0.596971,0.69492
-1.27586,,0.224767,0.409372,0.518185,0.610394,0.706012
-1.24138,,0.253716,0.430832,0.534354,0.623596,0.716854
-1.2069,,0.288747,0.452611,0.549939,0.637025,0.727986
-1.17241,,0.318879,0.474879,0.565321,0.650737,0.73947
-1.13793,,0.353757,0.49653,0.580862,0.66422,0.750735
-1.10345,,0.3949,0.518077,0.595863,0.677526,0.761303
-1.06897,,0.428988,0.53955,0.610865,0.691507,0.771488
-1.03448,,0.471152,0.561883,0.626636,0.705729,0.782415
-1,,0.515423,0.583635,0.643016,0.719634,0.79391
-0.965517,,0.5539,0.606104,0.659266,0.733621,0.805171
-0.931034,,0.599529,0.628306,0.675103,0.748059,0.816716
-0.896552,,0.644632,0.650439,0.690826,0.762465,0.828889
-0.862069,,0.685492,0.673192,0.706809,0.776179,0.840988
-0.827586,,0.732938,0.696073,0.722967,0.78962,0.852112
-0.793103,,0.770649,0.719603,0.739589,0.803379,0.86265
-0.758621,,0.811062,0.741523,0.755794,0.81718,0.872659
-0.724138,,0.846547,0.764053,0.772197,0.830318,0.882492
-0.689655,,0.87691,0.784817,0.789106,0.843026,0.892739
-0.655172,,0.907032,0.805859,0.806119,0.855813,0.903149
-0.62069,,0.929766,0.824919,0.822806,0.868153,0.913028
-0.586207,,0.947448,0.844479,0.838576,0.880156,0.922267
-0.551724,,0.965486,0.862734,0.853617,0.89211,0.930936
-0.517241,,0.972796,0.879791,0.868104,0.903641,0.939175
-0.482759,,0.98375,0.896099,0.882228,0.91419,0.947169
-0.448276,,0.986743,0.911279,0.89588,0.924142,0.95509
-0.413793,,0.990751,0.925266,0.909295,0.933753,0.962618
-0.37931,,0.994303,0.937332,0.92219,0.942963,0.96927
-0.344828,,0.992066,0.94881,0.934989,0.951772,0.974892
-0.310345,,0.9983,0.958053,0.946969,0.960158,0.980144
-0.275862,,0.994761,0.966845,0.957955,0.968172,0.98535
-0.241379,,0.999215,0.974741,0.967518,0.975333,0.989861
-0.206897,,0.996627,0.981598,0.975788,0.981655,0.993306
-0.172414,,0.999313,0.987013,0.98254,0.987182,0.99632
-0.137931,,0.998579,0.991445,0.988442,0.991962,0.998608
-0.103448,,0.997558,0.995435,0.993149,0.995732,0.999748
-0.0689655,,1.00033,0.997691,0.996657,0.998326,1.00059
-0.0344828,,0.997398,0.999624,0.998757,0.999682,1.00093
0,,1,1,1,1,1
0.0344828,,0.997651,1.00049,0.999646,0.999144,0.998878
0.0689655,,1.0007,0.999218,0.997861,0.997389,0.997624
0.103448,,0.997975,0.997501,0.994525,0.994937,0.995686
0.137931,,0.999018,0.99417,0.990014,0.991665,0.993132
0.172414,,0.999916,0.99066,0.984168,0.987365,0.990057
0.206897,,0.997103,0.985706,0.977854,0.982009,0.986376
0.241379,,0.999615,0.979589,0.97059,0.975597,0.982299
0.275862,,0.99525,0.972632,0.96149,0.969026,0.977965
0.310345,,0.99892,0.963748,0.950815,0.962159,0.973157
0.344828,,0.992801,0.954153,0.939781,0.954169,0.967857
0.37931,,0.994782,0.942635,0.928077,0.945062,0.962278
0.413793,,0.990999,0.930221,0.916097,0.935237,0.956143
0.448276,,0.987103,0.915511,0.903527,0.925364,0.949202
0.482759,,0.984264,0.899957,0.890233,0.915275,0.941539
0.517241,,0.973781,0.882999,0.875929,0.904447,0.933687
0.551724,,0.966961,0.864988,0.861531,0.892957,0.925489
0.586207,,0.949252,0.845884,0.846758,0.880901,0.916522
0.62069,,0.931621,0.825308,0.831192,0.868727,0.906931
0.655172,,0.908311,0.805301,0.814724,0.856774,0.89736
0.689655,,0.876922,0.784094,0.798376,0.844421,0.887805
0.724138,,0.845064,0.76365,0.782625,0.83126,0.87762
0.758621,,0.807553,0.741818,0.766093,0.817976,0.866443
0.793103,,0.765392,0.721352,0.748777,0.805216,0.855046
0.827586,,0.727441,0.699776,0.731421,0.792223,0.843786
0.862069,,0.680712,0.677983,0.714132,0.778887,0.832213
0.896552,,0.641952,0.655185,0.696828,0.76538,0.820407
0.931034,,0.598845,0.632993,0.68054,0.751439,0.808979
0.965517,,0.554351,0.610743,0.664349,0.737173,0.798001
1,,0.516708,0.587777,0.64803,0.723312,0.786822
1.03448,,0.472825,0.565324,0.631319,0.709821,0.775206
1.06897,,0.431101,0.54223,0.614665,0.69599,0.763521
1.10345,,0.397352,0.520131,0.598208,0.681901,0.752159
1.13793,,0.356126,0.497904,0.582209,0.667838,0.741146
1.17241,,0.320479,0.476301,0.566155,0.653687,0.730134
1.2069,,0.289436,0.455023,0.549892,0.639618,0.718982
1.24138,,0.25372,0.434308,0.533843,0.625215,0.707714
1.27586,,0.224621,0.414686,0.518118,0.610328,0.696061
1.31034,,0.198487,0.395141,0.502447,0.595807,0.683757
1.34483,,0.168792,0.375583,0.486554,0.58124,0.671526
1.37931,,0.143719,0.356161,0.470077,0.566927,0.659756
1.41379,,0.120584,0.337813,0.453388,0.553355,0.647735
1.44828,,0.0966183,0.319017,0.436848,0.540053,0.63547
1.48276,,0.0774996,0.300424,0.420541,0.526793,0.623302
1.51724,,0.0607212,0.282406,0.404531,0.513156,0.611411
1.55172,,0.0435003,0.264831,0.388886,0.498722,0.599546
1.58621,,0.0295915,0.247841,0.373441,0.48429,0.587271
1.62069,,0.0186,0.230672,0.358357,0.470692,0.57506
1.65517,,0.00777886,0.213539,0.343711,0.457458,0.562956
1.68966,,-0.000684838,0.196842,0.329303,0.444139,0.550613
1.72414,,-0.00585429,0.18066,0.315395,0.430831,0.537605
1.75862,,-0.0101988,0.165234,0.302291,0.417813,0.524813
1.7931,,-0.0138707,0.15033,0.289584,0.405646,0.512469
1.82759,,-0.01588,0.13556,0.277098,0.393781,0.500146
1.86207,,-0.0172711,0.121006,0.26495,0.381764,0.487941
1.89655,,-0.018823,0.106769,0.25292,0.370267,0.475951
1.93103,,-0.0198507,0.0928846,0.240812,0.359367,0.464229
1.96552,,-0.0202858,0.0797861,0.228666,0.34837,0.452517
2,,-0.0208101,0.0676352,0.216405,0.337203,0.440793
2.03448,,-0.0214196,0.0562489,0.203984,0.325828,0.429371
2.06897,,-0.0216456,0.0457194,0.191669,0.314176,0.418044
2.10345,,-0.0215924,0.0361444,0.179794,0.302247,0.40669
2.13793,,-0.0217219,0.0271926,0.168292,0.290251,0.395569
2.17241,,-0.0219265,0.0189568,0.157283,0.27871,0.384637
2.2069,,-0.0218818,0.0118307,0.146625,0.267421,0.37332
2.24138,,-0.0218539,0.00562473,0.136181,0.255619,0.361371
2.27586,,-0.0221066,-0.000106375,0.125777,0.243533,0.349285
2.31034,,-0.0222584,-0.00521512,0.115179,0.232007,0.337571
2.34483,,-0.022185,-0.00961906,0.10483,0.221297,0.326309
2.37931,,-0.02232,-0.0138868,0.0951619,0.211027,0.315272
2.41379,,-0.0226054,-0.0178898,0.0856533,0.200957,0.304303
2.44828,,-0.0225588,-0.0210463,0.0760967,0.191023,0.293556
2.48276,,-0.0224479,-0.0237766,0.0669655,0.181264,0.282892
2.51724,,-0.022698,-0.0265878,0.0584471,0.171353,0.272444
2.55172,,-0.0228242,-0.0287139,0.0500571,0.161606,0.262636
2.58621,,-0.0225779,-0.0299194,0.0419563,0.152226,0.253439
2.62069,,-0.0226355,-0.0310796,0.0344692,0.143223,0.244357
2.65517,,-0.0230071,-0.032269,0.0275567,0.134704,0.235409
2.68966,,-0.0229086,-0.0326653,0.0208899,0.126534,0.226737
2.72414,,-0.0226856,-0.0327864,0.0146133,0.118634,0.218092
